Woonplaats code,Plaats,Plaatsnaam lengte,Postcode,Gemeente,Provincie
,Rijksdorp,9,2242–2242,Wassenaar,Zuid-Holland
,Aan de Rijksweg,15,6049–6049,Roermond,Limburg
,De Rijlst,9,8521–8521,De Fryske Marren,Fryslân
,Rijpelberg,10,5709–5709,Helmond,Noord-Brabant
,"Rijsberkampen /Rysberkamp",26,8392–8392,Weststellingwerf,Fryslân
,Rijsdam,7,9551–9551,Westerwolde,Groningen
,Rijsoord,8,2988–2988,Ridderkerk,Zuid-Holland
,Rijswijk,8,4023–4023,Buren,Gelderland
,Rijswijk,8,4284–4284,Altena,Noord-Brabant
,Rijswijk,8,4023–4023,Buren,Gelderland
,Rijt,4,5575–5575,Bergeijk,Noord-Brabant
,De Rijtjes,10,5441–5441,Boxmeer,Noord-Brabant
,"Rijtseterp /Rytseterp",22,8763–8763,Súdwest-Fryslân,Fryslân
,Rimburg,7,6374–6374,Landgraaf,Limburg
,Rimpelt,7,5851–5851,Bergen,Limburg
,Rinkesfort,10,5993–5993,Peel en Maas,Limburg
,Rinkveld,8,5721–5721,Asten,Noord-Brabant
,Rith,4,4838–4838,Breda,Noord-Brabant
,"Ritsumasyl /Ritsumazijl",24,9034–9034,Waadhoeke,Fryslân
,Rode Sluis,10,4575–4575,Terneuzen,Zeeland
,Roebolligehoek,14,8061–8061,Zwartewaterland,Overijssel
,Roekebosch,10,7946–7946,Steenwijkerland,Overijssel
,Roekel,6,6731–6731,Ede,Gelderland
,Roelage,7,9561–9561,Westerwolde,Groningen
,Roelshoek,9,4413–4413,Reimerswaal,Zeeland
,Roeven,6,6031–6031,Nederweert,Limburg
,Roggelsedijk,12,5768–5768,Peel en Maas,Limburg
,"Rohel /Reahel",14,9284–9284,Achtkarspelen,Fryslân
,Rolaf,5,4681–4681,Steenbergen,Noord-Brabant
,'t Rolder,9,7136–7136,Oost Gelre,Gelderland
,Roligt,6,6093–6093,Leudal,Limburg
,Rollecate,9,7715–7715,Staphorst,Overijssel
,Rolpaal,7,2675–2675,Westland,Zuid-Holland
,Rome,4,5328–5328,Maasdriel,Gelderland
,Ronduite,8,7946–7946,Steenwijkerland,Overijssel
,Rondveld,8,5845–5845,Sint Anthonis,Noord-Brabant
,Roodehaan,9,9723–9723,Groningen,Groningen
,Roodenhoek,10,4513–4513,Sluis,Zeeland
,"Roodeschuur /Reaskuorre",24,9284–9284,Achtkarspelen,Fryslân
,Roodewijk,9,4475–4475,Goes,Zeeland
,Roond,5,5281–5281,Boxtel,Noord-Brabant
,Roosberg,8,4854–4854,Breda,Noord-Brabant
,'t Rooth,8,6269–6269,Eijsden-Margraten,Limburg
,Rooth,5,5993–5993,Peel en Maas,Limburg
,"Roptazijl /Roptasyl",20,8856–8856,Waadhoeke,Fryslân
,Rosengaarde,11,7722–7722,Dalfsen,Overijssel
,De Roskam,9,8278–8278,Kampen,Overijssel
,Roskam,6,6077–6077,Roerdalen,Limburg
,Rothem,6,6231–6231,Meerssen,Limburg
,Rothenbach,10,6063–6063,Roerdalen,Limburg
,Rott,4,6294–6294,Vaals,Limburg
,De Rotte,8,2661–2661,Lansingerland,Zuid-Holland
,Rotterdam,9,3165–3165,Albrandswaard,Zuid-Holland
,De Rotting,10,4726–4726,Roosendaal,Noord-Brabant
,Roverberg,9,4569–4586,Hulst,Zeeland
,Rozendaal,9,2851–2851,Krimpenerwaard,Zuid-Holland
,Rugdijk,7,5011–5011,Tilburg,Noord-Brabant
,De Ruif,7,3835–3835,Leusden,Utrecht
,Ruigenhoek,10,2211–2211,Noordwijk,Zuid-Holland
,De Ruigewaard,13,9881–9881,Westerkwartier,Groningen
,Ruigeweide,10,3421–3421,Oudewater,Utrecht
,Ruigezand,9,9885–9885,Westerkwartier,Groningen
,Ruigoord,8,1047–1047,Amsterdam,Noord-Holland
,Ruimel,6,5271–5271,Sint-Michielsgestel,Noord-Brabant
,Ruinerweide,11,7963–7963,De Wolden,Drenthe
,Ruischendegat,13,4581–4581,Hulst,Zeeland
,Ruischerbrug,12,9723–9723,Groningen,Groningen
,Ruiten,6,9619–9619,Midden-Groningen,Groningen
,Ruitenveen,10,7711–7711,Dalfsen,Overijssel
,Rukven,6,5473–5473,Bernheze,Noord-Brabant
,Rul,3,5591–5591,Heeze-Leende,Noord-Brabant
,Rullen,6,5674–5674,"Nuenen, Gerwen en Nederwetten",Noord-Brabant
,De Rund,7,5571–5571,Bergeijk,Noord-Brabant
,Rusven,6,5411–5411,Landerd,Noord-Brabant
,Rutbeek,7,7546–7546,Enschede,Overijssel
,"De Ryp /De Rijp",16,9172–9172,Noardeast-Fryslân,Fryslân
,"Salverd /Salvert",17,8801–8801,Waadhoeke,Fryslân
,Sandebuur,9,9315–9315,Noordenveld,Drenthe
,Santfort,8,6014–6014,Leudal,Limburg
,Het Sas,7,5131–5131,Alphen-Chaam,Noord-Brabant
,Sasput,6,4507–4507,Sluis,Zeeland
,Schaapbulten,12,9937–9937,Delfzijl,Groningen
,Schaaphok,9,9624–9624,Midden-Groningen,Groningen
,Schaapsbrug,11,6089–6089,Leudal,Limburg
,Schaarsbergen,13,6816–6816,Arnhem,Gelderland
,Schadewijk,10,5521–5521,Eersel,Noord-Brabant
,Schadijk,8,5964–5964,Horst aan de Maas,Limburg
,Schadron,8,5408–5408,Uden,Noord-Brabant
,Schaesberg,10,6371–6372,Landgraaf,Limburg
,Schafelt,8,5991–5991,Peel en Maas,Limburg
,Schafferden,11,5821–5821,Boxmeer,Noord-Brabant
,Schaft,6,5556–5556,Valkenswaard,Noord-Brabant
,Schaluinen,10,5111–5111,Baarle-Nassau,Noord-Brabant
,Schandelo,9,5941–5941,Venlo,Limburg
,De Schans,9,7784–7784,Hardenberg,Overijssel
,De Schans,9,9853–9853,Noardeast-Fryslân,Fryslân
,Schans,6,5758–5758,Deurne,Noord-Brabant
,Schans,6,4751–4751,Halderberge,Noord-Brabant
,Schans,6,6088–6088,Leudal,Limburg
,Schans,6,4251–4251,Altena,Noord-Brabant
,Schans,6,6931–6931,Westervoort,Gelderland
,Schapenbout,11,4541–4541,Terneuzen,Zeeland
,Schapershoek,12,4581–4581,Hulst,Zeeland
,"Scharl /Skarl",14,8721–8721,Súdwest-Fryslân,Fryslân
,Scharneburen,12,8761–8761,Súdwest-Fryslân,Fryslân
,De Schatkuil,12,6611–6611,Heumen,Gelderland
,Schaveren,9,8166–8166,Epe,Gelderland
,Scheemdermeer,13,9681–9681,Oldambt,Groningen
,Scheemderzwaag,14,9679–9679,Oldambt,Groningen
,Scheendijk,10,3621–3621,Stichtse Vecht,Utrecht
,Scheepstal,10,5709–5709,Helmond,Noord-Brabant
,Scheide,7,5809–5809,Venray,Limburg
,Scheldevaartshoek,17,4569–4569,Hulst,Zeeland
,Schelfhorst,11,9765–9765,Tynaarlo,Drenthe
,Schellach,9,4332–4332,Middelburg,Zeeland
,Schellingwoude,14,1023–1023,Amsterdam,Noord-Holland
,Schelm,6,5758–5758,Deurne,Noord-Brabant
,Schenkeldijk,12,3284–3284,Hoeksche Waard,Zuid-Holland
,Schependom,10,7271–7271,Berkelland,Gelderland
,Scherpbier,10,4501–4503,Sluis,Zeeland
,Scherpenering,13,5513–5513,Eersel,Noord-Brabant
,Schey,5,6255–6255,Eijsden-Margraten,Limburg
,Het Schier,10,7973–7973,Westerveld,Drenthe
,De Schietbaan,13,4715–4715,Rucphen,Noord-Brabant
,Schietecoven,12,6235–6235,Meerssen,Limburg
,Schieven,8,9404–9404,Assen,Drenthe
,(De) Schifpot,13,9893–9893,Westerkwartier,Groningen
,(De) Schifpot,13,9893–9893,Westerkwartier,Groningen
,Schilberg,9,6101–6102,Echt-Susteren,Limburg
,Schilberg,9,6255–6255,Eijsden-Margraten,Limburg
,Schilberg,9,6277–6277,Gulpen-Wittem,Limburg
,Schillersheide,14,6014–6014,Leudal,Limburg
,Schilligeham,12,9951–9951,Het Hogeland,Groningen
,Schimmelarij,12,7845–7845,Coevorden,Drenthe
,Schipperskerk,13,6124–6124,Sittard-Geleen,Limburg
,Schoelieberg,12,4635–4635,Woensdrecht,Noord-Brabant
,Aan de School,13,6104–6104,Echt-Susteren,Limburg
,Schoolbuurt,11,7475–7475,Hof van Twente,Overijssel
,De Schoolt,10,7216–7216,Lochem,Gelderland
,Schoonbron,10,6305–6305,Valkenburg aan de Geul,Limburg
,Schoondorp,10,4693–4693,Tholen,Zeeland
,Schoonenburg,12,6611–6611,Heumen,Gelderland
,Schoonouwen,11,2821–2821,Krimpenerwaard,Zuid-Holland
,Schoor,6,6031–6031,Nederweert,Limburg
,Schoor,6,5492–5492,Meierijstad,Noord-Brabant
,Schoor,6,5809–5809,Venray,Limburg
,"'t Schoor /Skoar",17,9141–9145,Noardeast-Fryslân,Fryslân
,Schoordijk,10,6021–6021,Cranendonck,Noord-Brabant
,Schoorldam,10,1749–1749,Schagen,Noord-Holland
,Schoorstraat,12,5071–5071,Tilburg,Noord-Brabant
,Schoorveld,10,5993–5993,Peel en Maas,Limburg
,Schoot,6,5505–5505,Veldhoven,Noord-Brabant
,Schorebrug,10,4417–4417,Reimerswaal,Zeeland
,"Schoterzijl /Skoattersyl",25,8538–8538,De Fryske Marren,Fryslân
,Schotsheuvel,12,5391–5391,'s-Hertogenbosch,Noord-Brabant
,Schottershuizen,15,7921–7921,De Wolden,Drenthe
,Schouw,6,5761–5761,Gemert-Bakel,Noord-Brabant
,"Schouw /Skou",13,8567–8567,De Fryske Marren,Fryslân
,Schouwen,8,9962–9962,Het Hogeland,Groningen
,Schrapveen,10,7925–7925,De Wolden,Drenthe
,Schreierswijk,13,9514–9514,Aa en Hunze,Drenthe
,Schuddebeurs,12,4561–4561,Hulst,Zeeland
,Schuddebeurs,12,4317–4317,Schouwen-Duiveland,Zeeland
,Schuilenburg,12,7447–7447,Hellendoorn,Overijssel
,Schurenberg,11,6432–6432,Heerlen,Limburg
,Schuring,8,3281–3281,Hoeksche Waard,Zuid-Holland
,Schutsboom,10,5763–5763,Gemert-Bakel,Noord-Brabant
,De Schutterij,13,7135–7135,Oost Gelre,Gelderland
,Schutwijk,9,7891–7891,Emmen,Drenthe
,Schuwacht,9,2941–2941,Krimpenerwaard,Zuid-Holland
,Schweiberg,10,6281–6281,Gulpen-Wittem,Limburg
,Sellingerbeetse,15,9563–9563,Westerwolde,Groningen
,Selmien,7,9247–9247,Opsterland,Fryslân
,Selwerd,7,9738–9738,Groningen,Groningen
,Selwerd,7,9883–9883,Westerkwartier,Groningen
,Sengelsbroek,12,5575–5575,Bergeijk,Noord-Brabant
,Seters,6,4849–4849,Oosterhout,Noord-Brabant
,Sibbe,5,6301–6301,Valkenburg aan de Geul,Limburg
,Siberië,7,7934–7934,Hoogeveen,Drenthe
,Sibrandabuorren,15,8647–8647,Súdwest-Fryslân,Fryslân
,"Sigerswâld /Siegerswoude",25,9263–9263,Tytsjerksteradiel,Fryslân
,Sinoutskerke,12,4444–4444,Borsele,Zeeland
,Sinselbeek,10,6286–6286,Gulpen-Wittem,Limburg
,Sint Andries,12,6624–6624,Maasdriel,Gelderland
,Sint Anna ter Muiden,20,4524–4524,Sluis,Zeeland
,Sint Annerhuisjes,17,9781–9781,Het Hogeland,Groningen
,Sint Anthoniepolder,19,3299–3299,Hoeksche Waard,Zuid-Holland
,Sint Antoniusbank,17,6268–6268,Eijsden-Margraten,Limburg
,Sint Isidorushoeve,18,7482–7482,Haaksbergen,Overijssel
,Sint Janskerke,14,4374–4374,Veere,Zeeland
,Sint Laurens,12,4333–4333,Middelburg,Zeeland
,Sint Maartenszee,16,1753–1753,Schagen,Noord-Holland
,Sint Vitusholt,14,9674–9674,Oldambt,Groningen
,Sint-Annaland,13,4697–4697,Tholen,Zeeland
,Sion,4,2286–2286,Rijswijk,Zuid-Holland
,"Sjungadijk /Sjungadyk",22,8742–8742,Súdwest-Fryslân,Fryslân
,"Skillaerd /Schillaard",22,9022–9022,Leeuwarden,Fryslân
,"Skrins /Schrins",16,8835–8835,Leeuwarden,Fryslân
,Skyldum,7,8831–8831,Waadhoeke,Fryslân
,"Skûlenboarch /Schuilenburg",27,9261–9261,Tytsjerksteradiel,Fryslân
,Slabroek,8,5406–5406,Uden,Noord-Brabant
,Slaperstil,10,9745–9745,Groningen,Groningen
,Sleeburg,8,6611–6611,Heumen,Gelderland
,Slegge,6,9563–9563,Westerwolde,Groningen
,Slek,4,6102–6102,Echt-Susteren,Limburg
,Slichtenhorst,13,3862–3862,Nijkerk,Gelderland
,Sliffert,8,5657–5657,Eindhoven,Noord-Brabant
,Slijkplaat,10,4513–4513,Sluis,Zeeland
,Slijkwell,9,5325–5325,Maasdriel,Gelderland
,Slikkenburg,11,4661–4661,Bergen op Zoom,Noord-Brabant
,Slikkenburg,11,4505–4505,Sluis,Zeeland
,Slikkendam,10,2431–2431,Nieuwkoop,Zuid-Holland
,Slingenberg,11,7951–7951,Staphorst,Overijssel
,Sloot,5,5757–5757,Deurne,Noord-Brabant
,Sluipwijk,9,2811–2811,Bodegraven-Reeuwijk,Zuid-Holland
,De Sluis,8,4543–4543,Terneuzen,Zeeland
,Sluis,5,4581–4581,Hulst,Zeeland
,Sluis,5,4675–4675,Tholen,Zeeland
,Sluis,5,4128–4128,Vijfheerenlanden,Utrecht
,Sluis 13,8,5712–5712,Someren,Noord-Brabant
,Sluis 5,7,7707–7707,Hardenberg,Overijssel
,Sluis 6,7,7701–7701,Hardenberg,Overijssel
,Sluis 7,7,7701–7775,Hardenberg,Overijssel
,Sluis De Piet,13,4471–4471,Goes,Zeeland
,Smal,4,5854–5854,Bergen,Limburg
,Smalbroek,9,9411–9411,Midden-Drenthe,Drenthe
,Smalbroek,9,9411–9411,Midden-Drenthe,Drenthe
,Smalbroek,9,9411–9411,Westerveld,Drenthe
,Smedekensbrugge,15,4527–4527,Sluis,Zeeland
,Smeerling,9,9591–9591,Stadskanaal,Groningen
,Smele,5,6598–6598,Gennep,Limburg
,Smidstraat,10,6013–6013,Leudal,Limburg
,Smitshoek,9,2993–2993,Barendrecht,Zuid-Holland
,Sneidershoek,12,5511–5511,Eersel,Noord-Brabant
,Snelleveld,10,4182–4182,West Betuwe,Gelderland
,Snepseind,9,5688–5688,Oirschot,Noord-Brabant
,Snijders-Chaam,14,4861–4861,Alphen-Chaam,Noord-Brabant
,Snijdersberg,12,6243–6243,Meerssen,Limburg
,De Snipperij,12,9864–9864,Westerkwartier,Groningen
,Snodenhoek,10,6661–6661,Overbetuwe,Gelderland
,Snorrenhoef,11,3831–3831,Leusden,Utrecht
,Soestdijk,9,3761–3761,Soest,Utrecht
,Soestduinen,11,3768–3768,Soest,Utrecht
,Soeterbeek,10,5991–5991,Peel en Maas,Limburg
,Solwerd,7,9901–9901,Appingedam,Groningen
,Someren-Eind,12,5712–5712,Someren,Noord-Brabant
,Someren-Heide,13,5712–5712,Someren,Noord-Brabant
,Son,3,5691–5692,Son en Breugel,Noord-Brabant
,Sonniuswijk,11,5691–5691,Son en Breugel,Noord-Brabant
,Sopsum,6,8805–8805,Waadhoeke,Fryslân
,"Sorremorre /Soarremoarre",25,8494–8494,Heerenveen,Fryslân
,Spaanrijt,9,5571–5571,Bergeijk,Noord-Brabant
,Spaansehoek,11,5133–5133,Goirle,Noord-Brabant
,Spaanshuisken,13,6104–6104,Echt-Susteren,Limburg
,Spaarndam,9,2063–2063,Haarlem,Noord-Holland
,"Spannenburg /Spannenburch",26,8522–8522,De Fryske Marren,Fryslân
,"Sparjebird /Sparjeburd",23,9241–9241,Opsterland,Fryslân
,"Speers /Spears",15,8647–8647,Súdwest-Fryslân,Fryslân
,Spekhoek,8,7396–7396,Voorst,Gelderland
,Spekklef,8,5841–5841,Sint Anthonis,Noord-Brabant
,Spekt,5,5674–5674,"Nuenen, Gerwen en Nederwetten",Noord-Brabant
,Spengen,7,3628–3628,Stichtse Vecht,Utrecht
,Speuld,6,3852–3852,Ermelo,Gelderland
,Speurgt,7,5761–5761,Gemert-Bakel,Noord-Brabant
,Spiesberg,9,5985–5985,Peel en Maas,Limburg
,Spijk,5,4261–4261,Altena,Noord-Brabant
,Spijk,5,9909–9909,Delfzijl,Groningen
,Spik,4,6042–6042,Roermond,Limburg
,Spinolaberg,11,4661–4661,Bergen op Zoom,Noord-Brabant
,Spitsbergen,11,9636–9636,Midden-Groningen,Groningen
,Spitsendijk,11,8459–8459,Heerenveen,Fryslân
,Spoelwijk,9,2771–2771,Alphen aan den Rijn,Zuid-Holland
,Sponturfwijk,12,7707–7707,Hardenberg,Overijssel
,Spoolde,7,8041–8041,Zwolle,Overijssel
,Spoorbuurt,10,1761–1761,Hollands Kroon,Noord-Holland
,Spoordonk,9,5688–5688,Oirschot,Noord-Brabant
,Sprang,6,5161–5161,Waalwijk,Noord-Brabant
,Sprangsevaart,13,5171–5171,Loon op Zand,Noord-Brabant
,"Sprong /Wieuwens",17,8835–8835,Leeuwarden,Fryslân
,Spurkt,6,5995–5995,Peel en Maas,Limburg
,Stad van Gerwen,15,5674–5674,"Nuenen, Gerwen en Nederwetten",Noord-Brabant
,Stadse Dijk,11,4794–4794,Moerdijk,Noord-Brabant
,Stadterij,9,7903–7903,Hoogeveen,Drenthe
,Stakenborg,10,9545–9545,Westerwolde,Groningen
,De Stapel,9,7957–7957,De Wolden,Drenthe
,Startwijk,9,5835–5835,Boxmeer,Noord-Brabant
,Statenboom,10,4567–4567,Hulst,Zeeland
,Statendam,9,4931–4931,Geertruidenberg,Noord-Brabant
,Stationsbuurt,13,4411–4411,Reimerswaal,Zeeland
,Staverden,9,3852–3852,Ermelo,Gelderland
,Steeg,5,5975–5975,Horst aan de Maas,Limburg
,De Steegh,9,5973–5973,Horst aan de Maas,Limburg
,Steelhoven,10,4921–4921,Drimmelen,Noord-Brabant
,Steenbergen,11,7921–7921,De Wolden,Drenthe
,Steenenkamer,12,3882–3882,Putten,Gelderland
,Steenenkruis,12,4691–4691,Tholen,Zeeland
,Steenhoven,10,4508–4508,Sluis,Zeeland
,Steenoven,9,4849–4849,Oosterhout,Noord-Brabant
,Steenoven,9,5768–5768,Peel en Maas,Limburg
,Steenovens,10,4571–4571,Terneuzen,Zeeland
,Steenpaal,9,4721–4721,Rucphen,Noord-Brabant
,Steenplaats,11,3291–3291,Hoeksche Waard,Zuid-Holland
,"Steenvak /Stienfek",19,9131–9131,Noardeast-Fryslân,Fryslân
,Steenwijksmoer,14,7741–7741,Coevorden,Drenthe
,Stegen,6,5721–5721,Asten,Noord-Brabant
,Stegerveld,10,7737–7737,Ommen,Overijssel
,Stein,5,2851–2851,Krimpenerwaard,Zuid-Holland
,Stenenheul,10,4287–4287,Altena,Noord-Brabant
,Stepelo,7,7482–7482,Haaksbergen,Overijssel
,Sterkenburg,11,3972–3972,Utrechtse Heuvelrug,Utrecht
,De Sterre,9,4574–4574,Terneuzen,Zeeland
,Sterreschans,12,6686–6686,Lingewaard,Gelderland
,Steurgat,8,4251–4251,Altena,Noord-Brabant
,Stevert,7,5524–5524,Eersel,Noord-Brabant
,Stiem,5,9133–9133,Noardeast-Fryslân,Fryslân
,Het Stift,9,7595–7595,Dinkelland,Overijssel
,Stipdonk,8,5715–5715,Someren,Noord-Brabant
,Stiphout,8,5708–5708,Helmond,Noord-Brabant
,Stobben,7,9545–9545,Westerwolde,Groningen
,Stokhem,7,6321–6321,Gulpen-Wittem,Limburg
,Stokkelaarsbrug,15,1391–1391,De Ronde Venen,Utrecht
,Stokkelen,9,5521–5521,Eersel,Noord-Brabant
,Stokkum,7,7475–7475,Hof van Twente,Overijssel
,Stokske,7,5066–5066,Oisterwijk,Noord-Brabant
,Stokt,5,5872–5872,Horst aan de Maas,Limburg
,Stolpen,7,1751–1751,Schagen,Noord-Holland
,Stolpervlotbrug,15,1751–1751,Schagen,Noord-Holland
,Stolwijkersluis,15,2808–2851,Gouda,Zuid-Holland
,Stommeveld,10,6243–6243,Meerssen,Limburg
,Stompwijk,9,2266–2266,Leidschendam-Voorburg,Zuid-Holland
,Stoof,5,4751–4751,Halderberge,Noord-Brabant
,Stootshorn,10,9635–9635,Midden-Groningen,Groningen
,Stoppeldijkveer,15,4543–4543,Hulst,Zeeland
,Stork,5,9919–9919,Loppersum,Groningen
,'t Stort,8,9965–9965,Het Hogeland,Groningen
,Stox,4,5981–5981,Peel en Maas,Limburg
,Straat,6,6044–6044,Roermond,Limburg
,Strabrecht,10,5591–5591,Heeze-Leende,Noord-Brabant
,Strand,6,8749–8749,Súdwest-Fryslân,Fryslân
,Straten,7,5688–5688,Oirschot,Noord-Brabant
,Strateris,9,6031–6031,Nederweert,Limburg
,De Streek,9,9988–9988,Het Hogeland,Groningen
,Streek,6,9511–9511,Aa en Hunze,Drenthe
,Strepen,7,5406–5406,Uden,Noord-Brabant
,Streukel,8,8061–8061,Zwartewaterland,Overijssel
,Strijenham,10,4693–4693,Tholen,Zeeland
,Strijp,6,5735–5735,Laarbeek,Noord-Brabant
,Strijp,6,2285–2285,Rijswijk,Zuid-Holland
,Strikberg,9,4847–4847,Breda,Noord-Brabant
,Stroet,6,1744–1744,Schagen,Noord-Holland
,Stroodorp,9,4493–4493,Noord-Beveland,Zeeland
,Stroodorpe,10,4541–4541,Terneuzen,Zeeland
,Strooiendorp,12,4765–4765,Moerdijk,Noord-Brabant
,Strooienstad,12,4589–4589,Hulst,Zeeland
,Stroopuit,9,4508–4508,Sluis,Zeeland
,Strubben,8,6088–6088,Leudal,Limburg
,Strucht,7,6305–6305,Valkenburg aan de Geul,Limburg
,Struikberg,10,7958–7958,De Wolden,Drenthe
,Strype,6,3235–3235,Westvoorne,Zuid-Holland
,Stuifakker,10,3235–3235,Westvoorne,Zuid-Holland
,Stuivezand,10,4921–4921,Drimmelen,Noord-Brabant
,Stuivezand,10,4882–4882,Zundert,Noord-Brabant
,De Stuw,7,7921–7921,De Wolden,Drenthe
,"Sumarreheide /Suameerderheide",30,9262–9262,Tytsjerksteradiel,Fryslân
,"Surhuizumer Mieden /Surhuzumer Mieden",38,9283–9283,Achtkarspelen,Fryslân
,Suttum,6,9891–9891,Westerkwartier,Groningen
,Swaenwert,9,8636–8636,Súdwest-Fryslân,Fryslân
,Swartbroek,10,6005–6005,Weert,Limburg
,Swier,5,6363–6363,Beekdaelen,Limburg
,Sytebuorren,11,9216–9216,Smallingerland,Fryslân
,"Sythuizen /Sythuzen",20,8468–8468,De Fryske Marren,Fryslân
,Tappersheul,11,3464–3464,Oudewater,Utrecht
,Tasdijk,7,4585–4585,Hulst,Zeeland
,Teckop,6,3471–3471,Woerden,Utrecht
,Teersdijk,9,6603–6603,Wijchen,Gelderland
,"Teijeburen /Teyebuorren",24,9145–9145,Noardeast-Fryslân,Fryslân
,Teijlingen,10,2215–2215,Teylingen,Zuid-Holland
,Telgt,5,3853–3853,Ermelo,Gelderland
,Tempel,6,2811–2811,Bodegraven-Reeuwijk,Zuid-Holland
,Terblijt (?),12,6325–6325,Valkenburg aan de Geul,Limburg
,Terbregge (?),13,3056–3056,Rotterdam,Zuid-Holland
,Terdiek,7,1733–1733,Hollands Kroon,Noord-Holland
,Tereyken,8,5425–5425,Gemert-Bakel,Noord-Brabant
,"Tergrêft /Tergracht",20,9178–9178,Noardeast-Fryslân,Fryslân
,"Tergrêft /Tergracht",20,9178–9178,Tytsjerksteradiel,Fryslân
,Terhagen,8,6181–6181,Stein,Limburg
,Terheijl,8,9312–9312,Noordenveld,Drenthe
,Terhofstede,11,4525–4525,Sluis,Zeeland
,Terhorst,8,6262–6262,Eijsden-Margraten,Limburg
,Terlet,6,6891–6891,Rozendaal,Gelderland
,Terlinden,9,6255–6255,Eijsden-Margraten,Limburg
,Termaar,7,6269–6269,Eijsden-Margraten,Limburg
,Termaar,7,6311–6311,Voerendaal,Limburg
,Termoors,8,6311–6311,Voerendaal,Limburg
,Terover,7,5131–5131,Alphen-Chaam,Noord-Brabant
,Terpoorten,10,6285–6285,Gulpen-Wittem,Limburg
,Tersoal,7,9014–9014,Súdwest-Fryslân,Fryslân
,Terstraten,10,6361–6361,Beekdaelen,Limburg
,Tervaten,8,4481–4481,Goes,Zeeland
,Tervoorst,9,6361–6361,Beekdaelen,Limburg
,Tervoort,8,4854–4854,Breda,Noord-Brabant
,Terwisscha,10,8426–8426,Ooststellingwerf,Fryslân
,Terziet,7,6285–6285,Gulpen-Wittem,Limburg
,Theetuin,8,5688–5688,Oirschot,Noord-Brabant
,Themaat,7,3455–3455,Utrecht,Utrecht
,Thull,5,6365–6365,Beekdaelen,Limburg
,Thuserhof,9,6044–6044,Roermond,Limburg
,"Tibma /De Tibben",17,9131–9131,Noardeast-Fryslân,Fryslân
,Tichelwurk,10,9051–9051,Leeuwarden,Fryslân
,Tielse Hoeve,12,5271–5271,Sint-Michielsgestel,Noord-Brabant
,Tiengeboden,11,6576–6576,Berg en Dal,Gelderland
,Tiengemeten,11,3267–3284,Hoeksche Waard,Zuid-Holland
,Tienhoven,9,4121–4121,Vijfheerenlanden,Utrecht
,Tiggelt,7,4891–4891,Zundert,Noord-Brabant
,Tiggeltscheberg,15,4891–4891,Zundert,Noord-Brabant
,"Tilburen /Tilbuorren",21,9125–9125,Noardeast-Fryslân,Fryslân
,Timmereind,10,5581–5581,Waalre,Noord-Brabant
,De Tippe,8,7705–7705,De Wolden,Drenthe
,Tjaard,6,9088–9088,Leeuwarden,Fryslân
,Tjabbesstreek,13,9697–9697,Westerwolde,Groningen
,Tjamsweer,9,9901–9901,Appingedam,Groningen
,"Tjeintgum /Tsjeintgum",22,9022–9022,Leeuwarden,Fryslân
,Tjeppenboer,11,8842–8842,Waadhoeke,Fryslân
,Tjoene,6,7431–7431,Deventer,Overijssel
,Tommel,6,5111–5111,Baarle-Nassau,Noord-Brabant
,Tongeren,8,5282–5282,Boxtel,Noord-Brabant
,Tongeren,8,8162–8162,Epe,Gelderland
,Tongerlo,8,5975–5975,Horst aan de Maas,Limburg
,Tongerlo,8,5993–5993,Peel en Maas,Limburg
,Tonnekreek,10,4791–4791,Moerdijk,Noord-Brabant
,Tonsel,6,3851–3851,Ermelo,Gelderland
,Toom,4,6021–6021,Cranendonck,Noord-Brabant
,Topweer,7,9865–9865,Westerkwartier,Groningen
,Torenveen,9,9511–9511,Aa en Hunze,Drenthe
,Toterfout,9,5507–5507,Veldhoven,Noord-Brabant
,Toven,5,5447–5447,Boxmeer,Noord-Brabant
,Tragel,6,4507–4507,Sluis,Zeeland
,Tranendal,9,9678–9678,Oldambt,Groningen
,Den Treek,9,3832–3832,Leusden,Utrecht
,Tregelaar,9,5688–5688,Oirschot,Noord-Brabant
,Trent,5,5411–5411,Landerd,Noord-Brabant
,Trijehuzen,10,8734–8734,Súdwest-Fryslân,Fryslân
,Trimpert,8,5731–5731,Geldrop-Mierlo,Noord-Brabant
,Trintelen,9,6287–6287,Gulpen-Wittem,Limburg
,Tripscompagnie,14,9631–9631,Veendam,Groningen
,"Tritzum /Tritsum",17,8804–8804,Waadhoeke,Fryslân
,Tronde,6,8424–8424,Ooststellingwerf,Fryslân
,Trophorne,9,8581–8581,De Fryske Marren,Fryslân
,Trutjeshoek,11,8097–8097,Oldebroek,Gelderland
,Trutjeshoek (?),15,8278–8278,Kampen,Overijssel
,Tsienzerbuorren,15,9012–9012,Leeuwarden,Fryslân
,Tsjerkebuorren,14,9021–9021,Súdwest-Fryslân,Fryslân
,Tuindorp,8,5856–5856,Bergen,Limburg
,Tungelroy,9,6005–6005,Weert,Limburg
,"Turkeije /Turkeye (?)",22,4508–4508,Sluis,Zeeland
,Tusschen de Bruggen,19,6063–6063,Roerdalen,Limburg
,Tusschenloegen,14,9636–9636,Midden-Groningen,Groningen
,Tussenklappen,13,9649–9649,Midden-Groningen,Groningen
